fdc_id,food,count(*)
168004,"mary's gone crackers, original crackers, organic gluten free",1
2343860,"masa harina, cooked",1
2344645,matzo ball soup,1
167736,"mayonnaise dressing, no cholesterol",2
167736,"mayonnaise dressing, no cholesterol",2
2345764,mayonnaise type salad dressing,7
2345764,mayonnaise type salad dressing,7
2345764,mayonnaise type salad dressing,7
2345764,mayonnaise type salad dressing,7
2345764,mayonnaise type salad dressing,7
2345764,mayonnaise type salad dressing,7
2345764,mayonnaise type salad dressing,7
2345780,"mayonnaise type salad dressing, light",6
2345780,"mayonnaise type salad dressing, light",6
2345780,"mayonnaise type salad dressing, light",6
2345780,"mayonnaise type salad dressing, light",6
2345780,"mayonnaise type salad dressing, light",6
2345780,"mayonnaise type salad dressing, light",6
2345794,"mayonnaise, fat free",5
2345794,"mayonnaise, fat free",5
2345794,"mayonnaise, fat free",5
2345794,"mayonnaise, fat free",5
2345794,"mayonnaise, fat free",5
2345778,"mayonnaise, light",6
2345778,"mayonnaise, light",6
2345778,"mayonnaise, light",6
2345778,"mayonnaise, light",6
2345778,"mayonnaise, light",6
2345778,"mayonnaise, light",6
168115,"mayonnaise, low sodium, low calorie or diet",2
168115,"mayonnaise, low sodium, low calorie or diet",2
167695,"mayonnaise, made with tofu",2
167695,"mayonnaise, made with tofu",2
168094,"mayonnaise, reduced calorie or diet, cholesterol free",2
168094,"mayonnaise, reduced calorie or diet, cholesterol free",2
2345779,"mayonnaise, reduced fat,  with olive oil",6
2345779,"mayonnaise, reduced fat,  with olive oil",6
2345779,"mayonnaise, reduced fat,  with olive oil",6
2345779,"mayonnaise, reduced fat,  with olive oil",6
2345779,"mayonnaise, reduced fat,  with olive oil",6
2345779,"mayonnaise, reduced fat,  with olive oil",6
171443,"mayonnaise, reduced fat, with olive oil",2
171443,"mayonnaise, reduced fat, with olive oil",2
2345761,"mayonnaise, regular",7
2345761,"mayonnaise, regular",7
2345761,"mayonnaise, regular",7
2345761,"mayonnaise, regular",7
2345761,"mayonnaise, regular",7
2345761,"mayonnaise, regular",7
2345761,"mayonnaise, regular",7
172067,"mcdonald's, big mac without big mac sauce",1
173297,"mcdonald's, chicken mcnuggets",3
173297,"mcdonald's, chicken mcnuggets",3
173297,"mcdonald's, chicken mcnuggets",3
172065,"mcdonald's, double cheeseburger",1
172066,"mcdonald's, double quarter pounder with cheese",1
173307,"mcdonald's, egg mcmuffin",1
170319,"mcdonald's, filet o fish",1
173314,"mcdonald's, filet o fish without tartar sauce",1
170721,"mcdonald's, french fries",4
170721,"mcdonald's, french fries",4
170721,"mcdonald's, french fries",4
170721,"mcdonald's, french fries",4
173313,"mcdonald's, fruit 'n yogurt parfait without granola",1
170717,"mcdonald's, hamburger",1
173310,"mcdonald's, hotcakes and sausage",1
173311,"mcdonald's, hotcakes with 2 pats margarine & syrup",1
173305,"mcdonald's, mcchicken sandwich",1
173306,"mcdonald's, mcchicken sandwich without mayonnaise",1
170321,"mcdonald's, quarter pounder",1
170777,"mcdonald's, ranch snack wrap, crispy",1
170778,"mcdonald's, ranch snack wrap, grilled",1
172063,"mcdonald's, sausage burrito",1
172059,"mcdonald's, sausage mcgriddles",1
170776,"mcdonald's, southern style chicken biscuit",1
747203,mcdonalds   american cheese,1
747233,mcdonalds   american cheese,1
747239,mcdonalds   american cheese,1
747191,mcdonalds   american cheese,1
747257,mcdonalds   american cheese,1
747245,mcdonalds   american cheese,1
749352,mcdonalds   bacon,3
749362,mcdonalds   bacon,3
749367,mcdonalds   bacon,3
749352,mcdonalds   bacon,3
749352,mcdonalds   bacon,3
749357,mcdonalds   bacon,3
749367,mcdonalds   bacon,3
749373,mcdonalds   bacon,3
749373,mcdonalds   bacon,3
749357,mcdonalds   bacon,3
749373,mcdonalds   bacon,3
749379,mcdonalds   bacon,3
749362,mcdonalds   bacon,3
749379,mcdonalds   bacon,3
749357,mcdonalds   bacon,3
749415,mcdonalds   bacon,1
749409,mcdonalds   bacon,1
749403,mcdonalds   bacon,1
749397,mcdonalds   bacon,1
749379,mcdonalds   bacon,3
749367,mcdonalds   bacon,3
749391,mcdonalds   bacon,1
749385,mcdonalds   bacon,1
749362,mcdonalds   bacon,3
747003,mcdonalds   processed american cheese,1
747008,mcdonalds   processed american cheese,1
747022,mcdonalds   processed american cheese,1
747062,mcdonalds   processed american cheese,1
746993,mcdonalds   processed american cheese,1
746998,mcdonalds   processed american cheese,1
2342360,mcdouble mcdonalds,1
173257,"mckee baking, little debbie nutty bars, wafers with peanut butter, chocolate covered",1
330460,"measures, crumbles, rep 1, turkey, ground, 7% fat al1",2
330460,"measures, crumbles, rep 1, turkey, ground, 7% fat al1",2
330772,"measures, crumbles, rep 1, turkey, ground, 7% fat ca1",2
330772,"measures, crumbles, rep 1, turkey, ground, 7% fat ca1",2
330818,"measures, crumbles, rep 1, turkey, ground, 7% fat ca2",2
330818,"measures, crumbles, rep 1, turkey, ground, 7% fat ca2",2
330638,"measures, crumbles, rep 1, turkey, ground, 7% fat co1",2
330638,"measures, crumbles, rep 1, turkey, ground, 7% fat co1",2
330839,"measures, crumbles, rep 1, turkey, ground, 7% fat ct1",2
330839,"measures, crumbles, rep 1, turkey, ground, 7% fat ct1",2
330725,"measures, crumbles, rep 1, turkey, ground, 7% fat fl1",2
330725,"measures, crumbles, rep 1, turkey, ground, 7% fat fl1",2
330799,"measures, crumbles, rep 1, turkey, ground, 7% fat in1",2
330799,"measures, crumbles, rep 1, turkey, ground, 7% fat in1",2
330521,"measures, crumbles, rep 1, turkey, ground, 7% fat mi1",2
330521,"measures, crumbles, rep 1, turkey, ground, 7% fat mi1",2
330749,"measures, crumbles, rep 1, turkey, ground, 7% fat mo1",2
330749,"measures, crumbles, rep 1, turkey, ground, 7% fat mo1",2
330584,"measures, crumbles, rep 1, turkey, ground, 7% fat nc1",2
330584,"measures, crumbles, rep 1, turkey, ground, 7% fat nc1",2
330687,"measures, crumbles, rep 1, turkey, ground, 7% fat ny1",2
330687,"measures, crumbles, rep 1, turkey, ground, 7% fat ny1",2
330461,"measures, crumbles, rep 2, turkey, ground, 7% fat al1",2
330461,"measures, crumbles, rep 2, turkey, ground, 7% fat al1",2
330775,"measures, crumbles, rep 2, turkey, ground, 7% fat ca1",2
330775,"measures, crumbles, rep 2, turkey, ground, 7% fat ca1",2
330821,"measures, crumbles, rep 2, turkey, ground, 7% fat ca2",2
330821,"measures, crumbles, rep 2, turkey, ground, 7% fat ca2",2
330637,"measures, crumbles, rep 2, turkey, ground, 7% fat co1",2
330637,"measures, crumbles, rep 2, turkey, ground, 7% fat co1",2
330842,"measures, crumbles, rep 2, turkey, ground, 7% fat ct1",2
330842,"measures, crumbles, rep 2, turkey, ground, 7% fat ct1",2
330727,"measures, crumbles, rep 2, turkey, ground, 7% fat fl1",2
330727,"measures, crumbles, rep 2, turkey, ground, 7% fat fl1",2
330798,"measures, crumbles, rep 2, turkey, ground, 7% fat in1",2
330798,"measures, crumbles, rep 2, turkey, ground, 7% fat in1",2
330520,"measures, crumbles, rep 2, turkey, ground, 7% fat mi1",2
330520,"measures, crumbles, rep 2, turkey, ground, 7% fat mi1",2
330748,"measures, crumbles, rep 2, turkey, ground, 7% fat mo1",2
330748,"measures, crumbles, rep 2, turkey, ground, 7% fat mo1",2
330585,"measures, crumbles, rep 2, turkey, ground, 7% fat nc1",2
330585,"measures, crumbles, rep 2, turkey, ground, 7% fat nc1",2
330691,"measures, crumbles, rep 2, turkey, ground, 7% fat ny1",2
330691,"measures, crumbles, rep 2, turkey, ground, 7% fat ny1",2
330463,"measures, crumbles, rep 3, turkey, ground, 7% fat al1",2
330463,"measures, crumbles, rep 3, turkey, ground, 7% fat al1",2
330774,"measures, crumbles, rep 3, turkey, ground, 7% fat ca1",2
330774,"measures, crumbles, rep 3, turkey, ground, 7% fat ca1",2
330820,"measures, crumbles, rep 3, turkey, ground, 7% fat ca2",2
330820,"measures, crumbles, rep 3, turkey, ground, 7% fat ca2",2
330636,"measures, crumbles, rep 3, turkey, ground, 7% fat co1",2
330636,"measures, crumbles, rep 3, turkey, ground, 7% fat co1",2
330841,"measures, crumbles, rep 3, turkey, ground, 7% fat ct1",2
330841,"measures, crumbles, rep 3, turkey, ground, 7% fat ct1",2
330726,"measures, crumbles, rep 3, turkey, ground, 7% fat fl1",2
330726,"measures, crumbles, rep 3, turkey, ground, 7% fat fl1",2
330797,"measures, crumbles, rep 3, turkey, ground, 7% fat in1",2
330797,"measures, crumbles, rep 3, turkey, ground, 7% fat in1",2
330524,"measures, crumbles, rep 3, turkey, ground, 7% fat mi1",2
330524,"measures, crumbles, rep 3, turkey, ground, 7% fat mi1",2
330747,"measures, crumbles, rep 3, turkey, ground, 7% fat mo1",2
330747,"measures, crumbles, rep 3, turkey, ground, 7% fat mo1",2
330587,"measures, crumbles, rep 3, turkey, ground, 7% fat nc1",2
330587,"measures, crumbles, rep 3, turkey, ground, 7% fat nc1",2
330690,"measures, crumbles, rep 3, turkey, ground, 7% fat ny1",2
330690,"measures, crumbles, rep 3, turkey, ground, 7% fat ny1",2
330771,"measures, crumbles, rep 4, turkey, ground, 7% fat ca1",2
330771,"measures, crumbles, rep 4, turkey, ground, 7% fat ca1",2
330819,"measures, crumbles, rep 4, turkey, ground, 7% fat ca2",2
330819,"measures, crumbles, rep 4, turkey, ground, 7% fat ca2",2
330635,"measures, crumbles, rep 4, turkey, ground, 7% fat co1",2
330635,"measures, crumbles, rep 4, turkey, ground, 7% fat co1",2
330840,"measures, crumbles, rep 4, turkey, ground, 7% fat ct1",2
330840,"measures, crumbles, rep 4, turkey, ground, 7% fat ct1",2
330724,"measures, crumbles, rep 4, turkey, ground, 7% fat fl1",2
330724,"measures, crumbles, rep 4, turkey, ground, 7% fat fl1",2
330796,"measures, crumbles, rep 4, turkey, ground, 7% fat in1",2
330796,"measures, crumbles, rep 4, turkey, ground, 7% fat in1",2
330523,"measures, crumbles, rep 4, turkey, ground, 7% fat mi1",2
330523,"measures, crumbles, rep 4, turkey, ground, 7% fat mi1",2
330746,"measures, crumbles, rep 4, turkey, ground, 7% fat mo1",2
330746,"measures, crumbles, rep 4, turkey, ground, 7% fat mo1",2
330586,"measures, crumbles, rep 4, turkey, ground, 7% fat nc1",2
330586,"measures, crumbles, rep 4, turkey, ground, 7% fat nc1",2
330689,"measures, crumbles, rep 4, turkey, ground, 7% fat ny1",2
330689,"measures, crumbles, rep 4, turkey, ground, 7% fat ny1",2
330773,"measures, crumbles, rep 5, turkey, ground, 7% fat ca1",2
330773,"measures, crumbles, rep 5, turkey, ground, 7% fat ca1",2
330522,"measures, crumbles, rep 5, turkey, ground, 7% fat mi1",2
330522,"measures, crumbles, rep 5, turkey, ground, 7% fat mi1",2
330750,"measures, crumbles, rep 5, turkey, ground, 7% fat mo1",2
330750,"measures, crumbles, rep 5, turkey, ground, 7% fat mo1",2
330688,"measures, crumbles, rep 5, turkey, ground, 7% fat ny1",2
330688,"measures, crumbles, rep 5, turkey, ground, 7% fat ny1",2
330692,"measures, crumbles, rep 6, turkey, ground, 7% fat ny1",2
330692,"measures, crumbles, rep 6, turkey, ground, 7% fat ny1",2
330863,"measures, patty, rep 1, turkey, ground, 7% fat al1",2
330863,"measures, patty, rep 1, turkey, ground, 7% fat al1",2
330783,"measures, patty, rep 1, turkey, ground, 7% fat ca1",2
330783,"measures, patty, rep 1, turkey, ground, 7% fat ca1",2
330825,"measures, patty, rep 1, turkey, ground, 7% fat ca2",2
330825,"measures, patty, rep 1, turkey, ground, 7% fat ca2",2
330652,"measures, patty, rep 1, turkey, ground, 7% fat co1",2
330652,"measures, patty, rep 1, turkey, ground, 7% fat co1",2
330852,"measures, patty, rep 1, turkey, ground, 7% fat ct1",2
330852,"measures, patty, rep 1, turkey, ground, 7% fat ct1",2
330737,"measures, patty, rep 1, turkey, ground, 7% fat fl1",2
330737,"measures, patty, rep 1, turkey, ground, 7% fat fl1",2
330805,"measures, patty, rep 1, turkey, ground, 7% fat in1",2
330805,"measures, patty, rep 1, turkey, ground, 7% fat in1",2
330552,"measures, patty, rep 1, turkey, ground, 7% fat mi1",2
330552,"measures, patty, rep 1, turkey, ground, 7% fat mi1",2
330756,"measures, patty, rep 1, turkey, ground, 7% fat mo1",2
330756,"measures, patty, rep 1, turkey, ground, 7% fat mo1",2
330601,"measures, patty, rep 1, turkey, ground, 7% fat nc1",2
330601,"measures, patty, rep 1, turkey, ground, 7% fat nc1",2
330716,"measures, patty, rep 1, turkey, ground, 7% fat ny1",2
330716,"measures, patty, rep 1, turkey, ground, 7% fat ny1",2
330781,"measures, patty, rep 10, turkey, ground, 7% fat ca1",2
330781,"measures, patty, rep 10, turkey, ground, 7% fat ca1",2
330549,"measures, patty, rep 10, turkey, ground, 7% fat mi1",2
330549,"measures, patty, rep 10, turkey, ground, 7% fat mi1",2
330754,"measures, patty, rep 10, turkey, ground, 7% fat mo1",2
330754,"measures, patty, rep 10, turkey, ground, 7% fat mo1",2
330711,"measures, patty, rep 10, turkey, ground, 7% fat ny1",2
330711,"measures, patty, rep 10, turkey, ground, 7% fat ny1",2
330712,"measures, patty, rep 11, turkey, ground, 7% fat ny1",2
330712,"measures, patty, rep 11, turkey, ground, 7% fat ny1",2
330861,"measures, patty, rep 2, turkey, ground, 7% fat al1",2
330861,"measures, patty, rep 2, turkey, ground, 7% fat al1",2
330779,"measures, patty, rep 2, turkey, ground, 7% fat ca1",2
330779,"measures, patty, rep 2, turkey, ground, 7% fat ca1",2
330827,"measures, patty, rep 2, turkey, ground, 7% fat ca2",2
330827,"measures, patty, rep 2, turkey, ground, 7% fat ca2",2
330657,"measures, patty, rep 2, turkey, ground, 7% fat co1",2
330657,"measures, patty, rep 2, turkey, ground, 7% fat co1",2
330850,"measures, patty, rep 2, turkey, ground, 7% fat ct1",2
330850,"measures, patty, rep 2, turkey, ground, 7% fat ct1",2
330735,"measures, patty, rep 2, turkey, ground, 7% fat fl1",2
330735,"measures, patty, rep 2, turkey, ground, 7% fat fl1",2
330809,"measures, patty, rep 2, turkey, ground, 7% fat in1",2
330809,"measures, patty, rep 2, turkey, ground, 7% fat in1",2
330547,"measures, patty, rep 2, turkey, ground, 7% fat mi1",2
330547,"measures, patty, rep 2, turkey, ground, 7% fat mi1",2
330761,"measures, patty, rep 2, turkey, ground, 7% fat mo1",2
330761,"measures, patty, rep 2, turkey, ground, 7% fat mo1",2
330606,"measures, patty, rep 2, turkey, ground, 7% fat nc1",2
330606,"measures, patty, rep 2, turkey, ground, 7% fat nc1",2
330707,"measures, patty, rep 2, turkey, ground, 7% fat ny1",2
330707,"measures, patty, rep 2, turkey, ground, 7% fat ny1",2
330866,"measures, patty, rep 3, turkey, ground, 7% fat al1",2
330866,"measures, patty, rep 3, turkey, ground, 7% fat al1",2
330787,"measures, patty, rep 3, turkey, ground, 7% fat ca1",2
330787,"measures, patty, rep 3, turkey, ground, 7% fat ca1",2
330830,"measures, patty, rep 3, turkey, ground, 7% fat ca2",2
330830,"measures, patty, rep 3, turkey, ground, 7% fat ca2",2
330655,"measures, patty, rep 3, turkey, ground, 7% fat co1",2
330655,"measures, patty, rep 3, turkey, ground, 7% fat co1",2
330848,"measures, patty, rep 3, turkey, ground, 7% fat ct1",2
330848,"measures, patty, rep 3, turkey, ground, 7% fat ct1",2
330732,"measures, patty, rep 3, turkey, ground, 7% fat fl1",2
330732,"measures, patty, rep 3, turkey, ground, 7% fat fl1",2
330807,"measures, patty, rep 3, turkey, ground, 7% fat in1",2
330807,"measures, patty, rep 3, turkey, ground, 7% fat in1",2
330555,"measures, patty, rep 3, turkey, ground, 7% fat mi1",2
330555,"measures, patty, rep 3, turkey, ground, 7% fat mi1",2
330759,"measures, patty, rep 3, turkey, ground, 7% fat mo1",2
330759,"measures, patty, rep 3, turkey, ground, 7% fat mo1",2
330604,"measures, patty, rep 3, turkey, ground, 7% fat nc1",2
330604,"measures, patty, rep 3, turkey, ground, 7% fat nc1",2
330709,"measures, patty, rep 3, turkey, ground, 7% fat ny1",2
330709,"measures, patty, rep 3, turkey, ground, 7% fat ny1",2
330865,"measures, patty, rep 4, turkey, ground, 7% fat al1",2
330865,"measures, patty, rep 4, turkey, ground, 7% fat al1",2
330785,"measures, patty, rep 4, turkey, ground, 7% fat ca1",2
330785,"measures, patty, rep 4, turkey, ground, 7% fat ca1",2
330829,"measures, patty, rep 4, turkey, ground, 7% fat ca2",2
330829,"measures, patty, rep 4, turkey, ground, 7% fat ca2",2
330654,"measures, patty, rep 4, turkey, ground, 7% fat co1",2
330654,"measures, patty, rep 4, turkey, ground, 7% fat co1",2
330846,"measures, patty, rep 4, turkey, ground, 7% fat ct1",2
330846,"measures, patty, rep 4, turkey, ground, 7% fat ct1",2
330733,"measures, patty, rep 4, turkey, ground, 7% fat fl1",2
330733,"measures, patty, rep 4, turkey, ground, 7% fat fl1",2
330803,"measures, patty, rep 4, turkey, ground, 7% fat in1",2
330803,"measures, patty, rep 4, turkey, ground, 7% fat in1",2
330553,"measures, patty, rep 4, turkey, ground, 7% fat mi1",2
330553,"measures, patty, rep 4, turkey, ground, 7% fat mi1",2
330757,"measures, patty, rep 4, turkey, ground, 7% fat mo1",2
330757,"measures, patty, rep 4, turkey, ground, 7% fat mo1",2
330603,"measures, patty, rep 4, turkey, ground, 7% fat nc1",2
330603,"measures, patty, rep 4, turkey, ground, 7% fat nc1",2
330715,"measures, patty, rep 4, turkey, ground, 7% fat ny1",2
330715,"measures, patty, rep 4, turkey, ground, 7% fat ny1",2
330864,"measures, patty, rep 5, turkey, ground, 7% fat al1",2
330864,"measures, patty, rep 5, turkey, ground, 7% fat al1",2
330782,"measures, patty, rep 5, turkey, ground, 7% fat ca1",2
330782,"measures, patty, rep 5, turkey, ground, 7% fat ca1",2
330826,"measures, patty, rep 5, turkey, ground, 7% fat ca2",2
330826,"measures, patty, rep 5, turkey, ground, 7% fat ca2",2
330653,"measures, patty, rep 5, turkey, ground, 7% fat co1",2
330653,"measures, patty, rep 5, turkey, ground, 7% fat co1",2
330853,"measures, patty, rep 5, turkey, ground, 7% fat ct1",2
330853,"measures, patty, rep 5, turkey, ground, 7% fat ct1",2
330731,"measures, patty, rep 5, turkey, ground, 7% fat fl1",2
330731,"measures, patty, rep 5, turkey, ground, 7% fat fl1",2
330806,"measures, patty, rep 5, turkey, ground, 7% fat in1",2
330806,"measures, patty, rep 5, turkey, ground, 7% fat in1",2
330550,"measures, patty, rep 5, turkey, ground, 7% fat mi1",2
330550,"measures, patty, rep 5, turkey, ground, 7% fat mi1",2
330755,"measures, patty, rep 5, turkey, ground, 7% fat mo1",2
330755,"measures, patty, rep 5, turkey, ground, 7% fat mo1",2
330602,"measures, patty, rep 5, turkey, ground, 7% fat nc1",2
330602,"measures, patty, rep 5, turkey, ground, 7% fat nc1",2
330713,"measures, patty, rep 5, turkey, ground, 7% fat ny1",2
330713,"measures, patty, rep 5, turkey, ground, 7% fat ny1",2
330862,"measures, patty, rep 6, turkey, ground, 7% fat al1",2
330862,"measures, patty, rep 6, turkey, ground, 7% fat al1",2
330780,"measures, patty, rep 6, turkey, ground, 7% fat ca1",2
330780,"measures, patty, rep 6, turkey, ground, 7% fat ca1",2
330828,"measures, patty, rep 6, turkey, ground, 7% fat ca2",2
330828,"measures, patty, rep 6, turkey, ground, 7% fat ca2",2
330658,"measures, patty, rep 6, turkey, ground, 7% fat co1",2
330658,"measures, patty, rep 6, turkey, ground, 7% fat co1",2
330851,"measures, patty, rep 6, turkey, ground, 7% fat ct1",2
330851,"measures, patty, rep 6, turkey, ground, 7% fat ct1",2
330738,"measures, patty, rep 6, turkey, ground, 7% fat fl1",2
330738,"measures, patty, rep 6, turkey, ground, 7% fat fl1",2
330810,"measures, patty, rep 6, turkey, ground, 7% fat in1",2
330810,"measures, patty, rep 6, turkey, ground, 7% fat in1",2
330548,"measures, patty, rep 6, turkey, ground, 7% fat mi1",2
330548,"measures, patty, rep 6, turkey, ground, 7% fat mi1",2
330762,"measures, patty, rep 6, turkey, ground, 7% fat mo1",2
330762,"measures, patty, rep 6, turkey, ground, 7% fat mo1",2
330607,"measures, patty, rep 6, turkey, ground, 7% fat nc1",2
330607,"measures, patty, rep 6, turkey, ground, 7% fat nc1",2
330706,"measures, patty, rep 6, turkey, ground, 7% fat ny1",2
330706,"measures, patty, rep 6, turkey, ground, 7% fat ny1",2
330788,"measures, patty, rep 7, turkey, ground, 7% fat ca1",2
330788,"measures, patty, rep 7, turkey, ground, 7% fat ca1",2
330831,"measures, patty, rep 7, turkey, ground, 7% fat ca2",2
330831,"measures, patty, rep 7, turkey, ground, 7% fat ca2",2
330659,"measures, patty, rep 7, turkey, ground, 7% fat co1",2
330659,"measures, patty, rep 7, turkey, ground, 7% fat co1",2
330849,"measures, patty, rep 7, turkey, ground, 7% fat ct1",2
330849,"measures, patty, rep 7, turkey, ground, 7% fat ct1",2
330736,"measures, patty, rep 7, turkey, ground, 7% fat fl1",2
330736,"measures, patty, rep 7, turkey, ground, 7% fat fl1",2
330808,"measures, patty, rep 7, turkey, ground, 7% fat in1",2
330808,"measures, patty, rep 7, turkey, ground, 7% fat in1",2
330556,"measures, patty, rep 7, turkey, ground, 7% fat mi1",2
330556,"measures, patty, rep 7, turkey, ground, 7% fat mi1",2
330763,"measures, patty, rep 7, turkey, ground, 7% fat mo1",2
330763,"measures, patty, rep 7, turkey, ground, 7% fat mo1",2
330605,"measures, patty, rep 7, turkey, ground, 7% fat nc1",2
330605,"measures, patty, rep 7, turkey, ground, 7% fat nc1",2
330708,"measures, patty, rep 7, turkey, ground, 7% fat ny1",2
330708,"measures, patty, rep 7, turkey, ground, 7% fat ny1",2
330786,"measures, patty, rep 8, turkey, ground, 7% fat ca1",2
330786,"measures, patty, rep 8, turkey, ground, 7% fat ca1",2
330656,"measures, patty, rep 8, turkey, ground, 7% fat co1",2
330656,"measures, patty, rep 8, turkey, ground, 7% fat co1",2
330847,"measures, patty, rep 8, turkey, ground, 7% fat ct1",2
330847,"measures, patty, rep 8, turkey, ground, 7% fat ct1",2
330734,"measures, patty, rep 8, turkey, ground, 7% fat fl1",2
330734,"measures, patty, rep 8, turkey, ground, 7% fat fl1",2
330804,"measures, patty, rep 8, turkey, ground, 7% fat in1",2
330804,"measures, patty, rep 8, turkey, ground, 7% fat in1",2
330554,"measures, patty, rep 8, turkey, ground, 7% fat mi1",2
330554,"measures, patty, rep 8, turkey, ground, 7% fat mi1",2
330760,"measures, patty, rep 8, turkey, ground, 7% fat mo1",2
330760,"measures, patty, rep 8, turkey, ground, 7% fat mo1",2
330714,"measures, patty, rep 8, turkey, ground, 7% fat ny1",2
330714,"measures, patty, rep 8, turkey, ground, 7% fat ny1",2
330784,"measures, patty, rep 9, turkey, ground, 7% fat ca1",2
330784,"measures, patty, rep 9, turkey, ground, 7% fat ca1",2
330551,"measures, patty, rep 9, turkey, ground, 7% fat mi1",2
330551,"measures, patty, rep 9, turkey, ground, 7% fat mi1",2
330758,"measures, patty, rep 9, turkey, ground, 7% fat mo1",2
330758,"measures, patty, rep 9, turkey, ground, 7% fat mo1",2
330710,"measures, patty, rep 9, turkey, ground, 7% fat ny1",2
330710,"measures, patty, rep 9, turkey, ground, 7% fat ny1",2
330857,"measures, raw, turkey, ground, 7% fat al1",1
330767,"measures, raw, turkey, ground, 7% fat ca1",1
330814,"measures, raw, turkey, ground, 7% fat ca2",1
330621,"measures, raw, turkey, ground, 7% fat co1",1
330835,"measures, raw, turkey, ground, 7% fat ct1",1
330720,"measures, raw, turkey, ground, 7% fat fl1",1
330792,"measures, raw, turkey, ground, 7% fat in1",1
330497,"measures, raw, turkey, ground, 7% fat mi1",1
330742,"measures, raw, turkey, ground, 7% fat mo1",1
330570,"measures, raw, turkey, ground, 7% fat nc1",1
330673,"measures, raw, turkey, ground, 7% fat ny1",1
334371,"measures, sweet and sour pork, chin dynasty ca   cy0904a",1
334444,"measures, sweet and sour pork, china garden va   cy0904i",1
334456,"measures, sweet and sour pork, dragon palace wv   cy0904g",1
334403,"measures, sweet and sour pork, first hunan chef wong ca   cy0904b",1
334437,"measures, sweet and sour pork, great wall chinese mi   cy0904h",1
334364,"measures, sweet and sour pork, great wall chinese rest in   cy09047",1
334426,"measures, sweet and sour pork, hong kong chinese ct   cy0904e",1
334377,"measures, sweet and sour pork, hunan house va   cy09049",1
334395,"measures, sweet and sour pork, keilly chinese restaurant ny   cy09048",1
334418,"measures, sweet and sour pork, palace chinese rest co   cy0904d",1
334411,"measures, sweet and sour pork, wing wong bbq fl   cy0904f",1
334388,"measures, sweet and sour pork, yun yum chinese rest nc   cy0904c",1
2342577,"meat and corn hominy soup, home recipe, mexican style",1
2342618,"meat broth, puerto rican style",1
174268,meat extender,2
174268,meat extender,2
2342566,"meat loaf dinner, nfs, frozen meal",1
2341925,meat loaf made with beef,14
2341925,meat loaf made with beef,14
2341925,meat loaf made with beef,14
2341925,meat loaf made with beef,14
2341925,meat loaf made with beef,14
2341925,meat loaf made with beef,14
2341925,meat loaf made with beef,14
2341925,meat loaf made with beef,14
2341925,meat loaf made with beef,14
2341925,meat loaf made with beef,14
2341925,meat loaf made with beef,14
2341925,meat loaf made with beef,14
2341925,meat loaf made with beef,14
2341925,meat loaf made with beef,14
2342012,meat loaf made with beef and pork,13
2342012,meat loaf made with beef and pork,13
2342012,meat loaf made with beef and pork,13
2342012,meat loaf made with beef and pork,13
2342012,meat loaf made with beef and pork,13
2342012,meat loaf made with beef and pork,13
2342012,meat loaf made with beef and pork,13
2342012,meat loaf made with beef and pork,13
2342012,meat loaf made with beef and pork,13
2342012,meat loaf made with beef and pork,13
2342012,meat loaf made with beef and pork,13
2342012,meat loaf made with beef and pork,13
2342012,meat loaf made with beef and pork,13
2342014,"meat loaf made with beef and pork, with tomato based sauce",14
2342014,"meat loaf made with beef and pork, with tomato based sauce",14
2342014,"meat loaf made with beef and pork, with tomato based sauce",14
2342014,"meat loaf made with beef and pork, with tomato based sauce",14
2342014,"meat loaf made with beef and pork, with tomato based sauce",14
2342014,"meat loaf made with beef and pork, with tomato based sauce",14
2342014,"meat loaf made with beef and pork, with tomato based sauce",14
2342014,"meat loaf made with beef and pork, with tomato based sauce",14
2342014,"meat loaf made with beef and pork, with tomato based sauce",14
2342014,"meat loaf made with beef and pork, with tomato based sauce",14
2342014,"meat loaf made with beef and pork, with tomato based sauce",14
2342014,"meat loaf made with beef and pork, with tomato based sauce",14
2342014,"meat loaf made with beef and pork, with tomato based sauce",14
2342014,"meat loaf made with beef and pork, with tomato based sauce",14
2342013,"meat loaf made with beef, veal and pork",13
2342013,"meat loaf made with beef, veal and pork",13
2342013,"meat loaf made with beef, veal and pork",13
2342013,"meat loaf made with beef, veal and pork",13
2342013,"meat loaf made with beef, veal and pork",13
2342013,"meat loaf made with beef, veal and pork",13
2342013,"meat loaf made with beef, veal and pork",13
2342013,"meat loaf made with beef, veal and pork",13
2342013,"meat loaf made with beef, veal and pork",13
2342013,"meat loaf made with beef, veal and pork",13
2342013,"meat loaf made with beef, veal and pork",13
2342013,"meat loaf made with beef, veal and pork",13
2342013,"meat loaf made with beef, veal and pork",13
2341926,"meat loaf made with beef, with tomato based sauce",14
2341926,"meat loaf made with beef, with tomato based sauce",14
2341926,"meat loaf made with beef, with tomato based sauce",14
2341926,"meat loaf made with beef, with tomato based sauce",14
2341926,"meat loaf made with beef, with tomato based sauce",14
2341926,"meat loaf made with beef, with tomato based sauce",14
2341926,"meat loaf made with beef, with tomato based sauce",14
2341926,"meat loaf made with beef, with tomato based sauce",14
2341926,"meat loaf made with beef, with tomato based sauce",14
2341926,"meat loaf made with beef, with tomato based sauce",14
2341926,"meat loaf made with beef, with tomato based sauce",14
2341926,"meat loaf made with beef, with tomato based sauce",14
